gene_name,drug_name,interaction_source_db_name,interaction_score,interaction_type
PTGDR2,ADC3680,ChEMBL,1,inhibitor
CXCR1,LADARIXIN,ChEMBL,1,modulator
GABRD,ADIPIPLON,ChEMBL,1,agonist
GABRB2,ADIPIPLON,ChEMBL,1,agonist
GABRA1,ADIPIPLON,ChEMBL,1,agonist
GABRG2,ADIPIPLON,ChEMBL,1,agonist
GABRB3,ADIPIPLON,ChEMBL,1,agonist
GABRA2,ADIPIPLON,ChEMBL,1,agonist
GABRG1,ADIPIPLON,ChEMBL,1,agonist
GABRP,ADIPIPLON,ChEMBL,1,agonist
GABRQ,ADIPIPLON,ChEMBL,1,agonist
GABRA3,ADIPIPLON,ChEMBL,1,agonist
FLT4,TIVOZANIB,ChEMBL,1,inhibitor
KIT,SEMAXANIB,ChEMBL,1,inhibitor
PCSK9,BOCOCIZUMAB,ChEMBL,1,inhibitor
TUBB1,PACLITAXEL POLIGLUMEX,ChEMBL,1,modulator
TUBA1A,PACLITAXEL POLIGLUMEX,ChEMBL,1,modulator
TUBB8,PACLITAXEL POLIGLUMEX,ChEMBL,1,modulator
TUBB,PACLITAXEL POLIGLUMEX,ChEMBL,1,modulator
TUBB8,INDIBULIN,ChEMBL,1,inhibitor
TUBB4B,INDIBULIN,ChEMBL,1,inhibitor
TUBB2B,PACLITAXEL POLIGLUMEX,ChEMBL,1,modulator
TUBB1,INDIBULIN,ChEMBL,1,inhibitor
LNPEP,TOSEDOSTAT,ChEMBL,1,inhibitor
LAP3,TOSEDOSTAT,ChEMBL,1,inhibitor
PSMA3,OPROZOMIB,ChEMBL,1,inhibitor
PSMB9,OPROZOMIB,ChEMBL,1,inhibitor
PSMD13,OPROZOMIB,ChEMBL,1,inhibitor
PSMA4,OPROZOMIB,ChEMBL,1,inhibitor
PSMA8,OPROZOMIB,ChEMBL,1,inhibitor
PSMC6,OPROZOMIB,ChEMBL,1,inhibitor
TUBA1A,VINFLUNINE,ChEMBL,1,inhibitor
TUBB4A,VINFLUNINE,ChEMBL,1,inhibitor
TUBA4A,VINFLUNINE,ChEMBL,1,inhibitor
TUBA1B,VINFLUNINE,ChEMBL,1,inhibitor
HDAC1,TACEDINALINE,ChEMBL,1,inhibitor
GABBR1,ARBACLOFEN PLACARBIL,ChEMBL,1,agonist
TUBB8,PLINABULIN,ChEMBL,1,inhibitor
TUBA1B,PLINABULIN,ChEMBL,1,inhibitor
TUBA3C,VERUBULIN,ChEMBL,1,negative modulator
TUBB4B,VERUBULIN,ChEMBL,1,negative modulator
PSEN2,BEGACESTAT,ChEMBL,1,inhibitor
EGLN2,DAPRODUSTAT,ChEMBL,1,inhibitor
P4HTM,DAPRODUSTAT,ChEMBL,1,inhibitor
GRIN2C,NERAMEXANE MESYLATE,ChEMBL,1,inhibitor
BCL2L2,NAVITOCLAX,ChEMBL,1,inhibitor
GAA,VOGLIBOSE,ChEMBL,1,inhibitor
CRBN,POMALIDOMIDE,ChEMBL,1,inhibitor
SI,VOGLIBOSE,ChEMBL,1,inhibitor
VWF,CAPLACIZUMAB-YHDP,ChEMBL,1,inhibitor
AKT1,CAPIVASERTIB,ChEMBL,1,inhibitor
VEGFB,CONBERCEPT,ChEMBL,1,inhibitor
CD274,AVELUMAB,ChEMBL,1,other/unknown
F10,EMICIZUMAB,ChEMBL,1,other/unknown
MUC1,SONTUZUMAB,ChEMBL,1,other/unknown
PTHLH,CAL,ChEMBL,1,inhibitor
TRAV29DV5,TOL-101,ChEMBL,1,inhibitor
PARP3,RUCAPARIB CAMSYLATE,ChEMBL,1,inhibitor
TNF,AZ9773,ChEMBL,1,inhibitor
HTR3D,DEXFENFLURAMINE HYDROCHLORIDE,ChEMBL,1,agonist
HTR1E,DEXFENFLURAMINE HYDROCHLORIDE,ChEMBL,1,agonist
MUC5AC,CLIVATUZUMAB TETRAXETAN,ChEMBL,1,binder
ANGPT2,VANUCIZUMAB,ChEMBL,1,inhibitor
ACE,CILAZAPRIL,ChEMBL,1,inhibitor
FSHR,CORIFOLLITROPIN ALFA,ChEMBL,1,agonist
GABRP,CLOTIAZEPAM,ChEMBL,1,positive modulator
GABRQ,CLOTIAZEPAM,ChEMBL,1,positive modulator
GABRB1,CLOTIAZEPAM,ChEMBL,1,positive modulator
ADRB1,CELIPROLOL,ChEMBL,1,inhibitor
PGR,CYPROTERONE ACETATE,ChEMBL,1,agonist
SLC18A2,DUTETRABENAZINE,ChEMBL,1,inhibitor
CD22,IMMURAIT-LL2,ChEMBL,1,binder
FAP,SIBROTUZUMAB,ChEMBL,1,binder
CDH3,PF-03732010,ChEMBL,1,inhibitor
CD276,ENOBLITUZUMAB,ChEMBL,1,modulator
KCNS1,AMIFAMPRIDINE PHOSPHATE,ChEMBL,1,blocker
MRPL36,ERAVACYCLINE DIHYDROCHLORIDE,ChEMBL,1,inhibitor
BRD2,BMS-986158,ChEMBL,1,inhibitor
HMGB1,CD24FC,ChEMBL,1,inhibitor
SMN2,ONASEMNOGENE ABEPARVOVEC-XIOI,ChEMBL,1,positive modulator
EZH2,TAZEMETOSTAT HYDROBROMIDE,ChEMBL,1,inhibitor
CD19,AXICABTAGENE CILOLEUCEL,ChEMBL,1,binder
HSPA1A,CD24FC,ChEMBL,1,inhibitor
CHRM1,PIRENZEPINE,ChEMBL,1,inhibitor
MAP2K1,TRAMETINIB DIMETHYL SULFOXIDE,ChEMBL,1,inhibitor
MAP2K2,TRAMETINIB DIMETHYL SULFOXIDE,ChEMBL,1,inhibitor
CETP,TORCETRAPIB,ChEMBL,1,inhibitor
OPRD1,BENZHYDROCODONE HYDROCHLORIDE,ChEMBL,1,agonist
GABRB1,REMIMAZOLAM BESYLATE,ChEMBL,1,positive modulator
GABRB3,REMIMAZOLAM BESYLATE,ChEMBL,1,positive modulator
GABRA2,REMIMAZOLAM BESYLATE,ChEMBL,1,positive modulator
CACNA1F,LEVAMLODIPINE MALEATE,ChEMBL,1,blocker
GABRA3,REMIMAZOLAM BESYLATE,ChEMBL,1,positive modulator
GABRA4,REMIMAZOLAM BESYLATE,ChEMBL,1,positive modulator
GABRA6,REMIMAZOLAM BESYLATE,ChEMBL,1,positive modulator
KIF5B,SELPERCATINIB,ChEMBL,1,inhibitor
FGFR1,PEMIGATINIB,ChEMBL,1,inhibitor
CACNA1S,MEPIRODIPINE,ChEMBL,1,blocker
TUBA1B,ENAPOTAMAB VEDOTIN,ChEMBL,1,inhibitor
TUBB2B,ENAPOTAMAB VEDOTIN,ChEMBL,1,inhibitor
TUBB8,ENAPOTAMAB VEDOTIN,ChEMBL,1,inhibitor
TUBA1A,ENAPOTAMAB VEDOTIN,ChEMBL,1,inhibitor
TUBB3,TELISOTUZUMAB VEDOTIN,ChEMBL,1,inhibitor
TUBB8,LADIRATUZUMAB VEDOTIN,ChEMBL,1,inhibitor
TUBA4A,LADIRATUZUMAB VEDOTIN,ChEMBL,1,inhibitor
TUBB8,BELANTAMAB MAFODOTIN-BLMF,ChEMBL,1,inhibitor
TUBA3C,BELANTAMAB MAFODOTIN-BLMF,ChEMBL,1,inhibitor
PLG,AMEDIPLASE,ChEMBL,1,activator
EGFR,DEPATUXIZUMAB,ChEMBL,1,inhibitor
PDCD1,SASANLIMAB,ChEMBL,1,inhibitor
PDCD1,RETIFANLIMAB,ChEMBL,1,inhibitor
RBX1,IBERDOMIDE,ChEMBL,1,modulator
FCGRT,ROZANOLIXIZUMAB,ChEMBL,1,inhibitor
KDR,PEGDINETANIB,ChEMBL,1,inhibitor
GABRA2,ABP-700,ChEMBL,1,agonist
GABRA5,ABP-700,ChEMBL,1,agonist
TXN,PX-12,ChEMBL,1,inhibitor
AKT1,TAS-117,ChEMBL,1,negative modulator
IL17A,BIMEKIZUMAB,ChEMBL,1,inhibitor
GRIN2B,PERZINFOTEL,ChEMBL,1,inhibitor
GRIN1,PERZINFOTEL,ChEMBL,1,inhibitor
RPS8,EXALUREN,ChEMBL,1,modulator
RPS15,EXALUREN,ChEMBL,1,modulator
RPS5,EXALUREN,ChEMBL,1,modulator
RPS4X,EXALUREN,ChEMBL,1,modulator
RPS18,EXALUREN,ChEMBL,1,modulator
RPS7,EXALUREN,ChEMBL,1,modulator
RPS23,EXALUREN,ChEMBL,1,modulator
RPL30,EXALUREN,ChEMBL,1,modulator
RPLP1,EXALUREN,ChEMBL,1,modulator
RPL41,EXALUREN,ChEMBL,1,modulator
RPL36A,EXALUREN,ChEMBL,1,modulator
RPL34,EXALUREN,ChEMBL,1,modulator
PPP5C,LB-100,ChEMBL,1,inhibitor
PPARA,LANIFIBRANOR,ChEMBL,1,agonist
RPSA,SUTEZOLID,ChEMBL,1,inhibitor
MRPL36,SUTEZOLID,ChEMBL,1,inhibitor
TUBB2A,BMS-275183,ChEMBL,1,modulator
TUBA4A,LAROTAXEL,ChEMBL,1,modulator
TUBB1,LAROTAXEL,ChEMBL,1,modulator
PDCD1,APL-501,ChEMBL,1,inhibitor
TUBA3E,LAROTAXEL,ChEMBL,1,modulator
TUBA1C,LAROTAXEL,ChEMBL,1,modulator
TUBA1B,LAROTAXEL,ChEMBL,1,modulator
TUBB4B,LAROTAXEL,ChEMBL,1,modulator
ERVW-4,ISLATRAVIR,ChEMBL,1,inhibitor
ITGAV,ATN-161,ChEMBL,1,inhibitor
CTSS,PETESICATIB,ChEMBL,1,inhibitor
TUBB2A,TUSAMITAMAB RAVTANSINE,ChEMBL,1,inhibitor
TUBA1C,TUSAMITAMAB RAVTANSINE,ChEMBL,1,inhibitor
TUBB4A,TUSAMITAMAB RAVTANSINE,ChEMBL,1,inhibitor
RPS6KA1,TAS0612,ChEMBL,1,inhibitor
OSMR,VIXARELIMAB,ChEMBL,1,inhibitor
FGFR1,TASURGRATINIB,ChEMBL,1,inhibitor
RPS6KA3,TAS0612,ChEMBL,1,inhibitor
LRP1,ANG1005,ChEMBL,1,binder
IGF1R,CONTELTINIB,ChEMBL,1,inhibitor
IDH1,BAY1436032,ChEMBL,1,inhibitor
CYP3A4,RITONAVIR,ChEMBL,1,inhibitor
ERBB2,KBP5209,ChEMBL,1,inhibitor
TUBB4A,PINATUZUMAB VEDOTIN,ChEMBL,1,inhibitor
TUBB1,RG-7636,ChEMBL,1,inhibitor
EML4,CERITINIB,ChEMBL,1,inhibitor
RELA,EDASALONEXENT,ChEMBL,1,inhibitor
NTRK1,REGORAFENIB,ChEMBL,1,inhibitor
ESR1,AMCENESTRANT,ChEMBL,1,cleavage
F10,TANEXABAN,ChEMBL,1,inhibitor
MS4A1,EPCORITAMAB,ChEMBL,1,binder
ADRA2C,FIPAMEZOLE,ChEMBL,1,inhibitor
CD3G,EPCORITAMAB,ChEMBL,1,binder
CD3E,EPCORITAMAB,ChEMBL,1,binder
STING1,ADU-S100,ChEMBL,1,agonist
CD14,VB-201,ChEMBL,1,inhibitor
KCNQ3,EZOGABINE,ChEMBL,1,potentiator
GABRA4,ZURANOLONE,ChEMBL,1,positive modulator
GABRB2,ZURANOLONE,ChEMBL,1,positive modulator
GABRA2,ZURANOLONE,ChEMBL,1,positive modulator
EGR1,BRIVOLIGIDE,ChEMBL,1,inhibitor
GAS6,BATIRAXCEPT,ChEMBL,1,inhibitor
NTRK3,TALETRECTINIB,ChEMBL,1,inhibitor
TUBB2B,SOBLIDOTIN,ChEMBL,1,inhibitor
TUBA4A,SOBLIDOTIN,ChEMBL,1,inhibitor
TUBB4B,SOBLIDOTIN,ChEMBL,1,inhibitor
P2RY2,DIQUAFOSOL TETRASODIUM,ChEMBL,1,agonist
SCN2A,MORICIZINE HYDROCHLORIDE,ChEMBL,1,blocker
AKR1A1,CYCLOSERINE,ChEMBL,1,inhibitor
ANGPT1,AMG-780,ChEMBL,1,inhibitor
GRIA1,CX1739,ChEMBL,1,positive modulator
CDC7,BMS-863233,ChEMBL,1,inhibitor
GABRA5,DARIGABAT,ChEMBL,1,agonist
MET,CRIZOTINIB,ChEMBL,1,inhibitor
GRIN2D,ESKETAMINE,ChEMBL,1,negative modulator
CACNA1F,MEPIRODIPINE,ChEMBL,1,blocker
PIK3CG,PUQUITINIB,ChEMBL,1,inhibitor
PSMB4,BORTEZOMIB,ChEMBL,1,inhibitor
CHRND,MIVACURIUM CHLORIDE,ChEMBL,1,inhibitor
GABRP,SECOBARBITAL SODIUM,ChEMBL,1,positive modulator
CD19,DENINTUZUMAB,ChEMBL,1,binder
MRPL36,CLARITHROMYCIN,ChEMBL,1,inhibitor
IFNAR2,INTERFERON BETA-1A,ChEMBL,1,agonist
IL18,CAMOTESKIMAB,ChEMBL,1,modulator
TUBB3,PRALUZATAMAB RAVTANSINE,ChEMBL,1,inhibitor
SLC6A4,MILNACIPRAN HYDROCHLORIDE,ChEMBL,1,inhibitor
MMP13,APRATASTAT,ChEMBL,1,inhibitor
KDR,L-21649,ChEMBL,1,inhibitor
ESR1,ALLYLESTRENOL,ChEMBL,1,agonist
IL12B,MIRIKIZUMAB,ChEMBL,1,inhibitor
TUBB6,ABT-751,ChEMBL,1,inhibitor
GRIN2C,LANICEMINE,ChEMBL,1,blocker
EPCAM,MOC31-PE,ChEMBL,1,binder
EGLN1,ENARODUSTAT,ChEMBL,1,inhibitor
CD22,BL22,ChEMBL,1,binder
PRKCQ,CEP-2563,ChEMBL,1,inhibitor
PSMD3,OPROZOMIB,ChEMBL,1,inhibitor
SCN5A,MEXILETINE HYDROCHLORIDE,ChEMBL,1,blocker
FGFR3,LY-2874455,ChEMBL,1,inhibitor
SCN11A,NKTR-171,ChEMBL,1,blocker
SLC6A3,DEXMETHYLPHENIDATE,ChEMBL,1,inhibitor
SCN2A,CARBAMAZEPINE,ChEMBL,1,blocker
PPARG,ATX08-001,ChEMBL,1,modulator
PIK3R3,APITOLISIB,ChEMBL,1,inhibitor
PPARG,LANIFIBRANOR,ChEMBL,1,agonist
MT-ND4,ME-344,ChEMBL,1,inhibitor
GABRQ,THIOPENTAL SODIUM,ChEMBL,1,positive modulator
DDR2,REGORAFENIB,ChEMBL,1,inhibitor
CHRND,PANCURONIUM BROMIDE,ChEMBL,1,inhibitor
GPD2,METFORMIN HYDROCHLORIDE,ChEMBL,1,inhibitor
GLP1R,TASPOGLUTIDE,ChEMBL,1,agonist
COL27A1,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM-AAES,ChEMBL,1,cleavage
EPHA10,VANDETANIB,ChEMBL,1,inhibitor
FN1,RADRETUMAB,ChEMBL,1,binder
SCN2A,OXCARBAZEPINE,ChEMBL,1,blocker
ACHE,ISOFLUROPHATE,ChEMBL,1,inhibitor
EDNRA,NEBENTAN,ChEMBL,1,inhibitor
CASR,TECALCET HYDROCHLORIDE,ChEMBL,1,modulator
KCNB1,AMIFAMPRIDINE PHOSPHATE,ChEMBL,1,blocker
TNFRSF17,BELANTAMAB MAFODOTIN-BLMF,ChEMBL,1,binder
MRPL36,VIOMYCIN SULFATE,ChEMBL,1,inhibitor
PDE4C,OGLEMILAST,ChEMBL,1,inhibitor
PTK6,VANDETANIB,ChEMBL,1,inhibitor
GABRQ,METHOXYFLURANE,ChEMBL,1,positive modulator
ADH5,NITREFAZOLE,ChEMBL,1,inhibitor
ADRB3,DROXIDOPA,ChEMBL,1,agonist
HTR1B,ELZASONAN HYDROCHLORIDE,ChEMBL,1,inhibitor
CHRM3,ATROPINE SULFATE,ChEMBL,1,inhibitor
AKT3,XL-418,ChEMBL,1,inhibitor
TUBB2A,IXABEPILONE,ChEMBL,1,inhibitor
GABRA3,CLOTIAZEPAM,ChEMBL,1,positive modulator
CD4,VRC-01LS,ChEMBL,1,binder
FLT3,TANDUTINIB,ChEMBL,1,inhibitor
PSMC5,OPROZOMIB,ChEMBL,1,inhibitor
EGFR,TOMUZOTUXIMAB,ChEMBL,1,inhibitor
ERVK-20,ALBUVIRTIDE,ChEMBL,1,inhibitor
CHRM1,ISOPROPAMIDE IODIDE,ChEMBL,1,inhibitor
SRD5A2,ABIRATERONE ACETATE,ChEMBL,1,inhibitor
TUBA1C,TELISOTUZUMAB VEDOTIN,ChEMBL,1,inhibitor
ATP4A,LANSOPRAZOLE,ChEMBL,1,inhibitor
TUBB3,PINATUZUMAB VEDOTIN,ChEMBL,1,inhibitor
HDAC6,BELINOSTAT,ChEMBL,1,inhibitor
NDUFS6,NV-128,ChEMBL,1,inhibitor
CXCR4,MAVORIXAFOR,ChEMBL,1,inhibitor
ADRB2,NOREPINEPHRINE BITARTRATE,ChEMBL,1,agonist
CD37,OTLERTUZUMAB,ChEMBL,1,binder
GABRB3,METHARBITAL,ChEMBL,1,positive modulator
RRM2B,HYDROXYUREA,ChEMBL,1,inhibitor
PSMC2,OPROZOMIB,ChEMBL,1,inhibitor
GABRD,CLOTIAZEPAM,ChEMBL,1,positive modulator
TUBB,INDUSATUMAB VEDOTIN,ChEMBL,1,inhibitor
ROCK2,BELUMOSUDIL MESYLATE,ChEMBL,1,inhibitor
RRM2B,GALLIUM NITRATE,ChEMBL,1,inhibitor
EFNB2,SEPHB4-HSA,ChEMBL,1,inhibitor
TOP2A,DAUNORUBICIN HYDROCHLORIDE,ChEMBL,1,inhibitor
TOP2A,ETOPOSIDE PHOSPHATE,ChEMBL,1,inhibitor
CHRM1,SCOPOLAMINE,ChEMBL,1,inhibitor
CHRM1,BIPERIDEN LACTATE,ChEMBL,1,inhibitor
ADRB1,LEVOBUNOLOL,ChEMBL,1,inhibitor
MPL,ELTROMBOPAG,ChEMBL,1,agonist
SLC12A3,TRICHLORMETHIAZIDE,ChEMBL,1,inhibitor
HTR3A,ONDANSETRON HYDROCHLORIDE,ChEMBL,1,inhibitor
CASR,CINACALCET HYDROCHLORIDE,ChEMBL,1,positive modulator
SLC6A4,IMIPRAMINE PAMOATE,ChEMBL,1,inhibitor
HTR1A,VILAZODONE HYDROCHLORIDE,ChEMBL,1,agonist
DPP4,SAXAGLIPTIN HYDROCHLORIDE,ChEMBL,1,inhibitor
FLT3,SUNITINIB,ChEMBL,1,inhibitor
INSR,INSULIN ZINC SUSP PROMPT PURIFIED PORK,ChEMBL,1,agonist
INSR,INSULIN GLARGINE-YFGN,ChEMBL,1,agonist
MGAM,MIGLITOL,ChEMBL,1,inhibitor
SLC6A2,DEXMETHYLPHENIDATE,ChEMBL,1,inhibitor
SCN10A,DIBUCAINE HYDROCHLORIDE,ChEMBL,1,blocker
MMP1,DOXYCYCLINE ANHYDROUS,ChEMBL,1,inhibitor
CACNA1B,ZICONOTIDE ACETATE,ChEMBL,1,blocker
MMP8,DOXYCYCLINE ANHYDROUS,ChEMBL,1,inhibitor
BRAF,REGORAFENIB,ChEMBL,1,inhibitor
MMP8,DOXYCYCLINE ANHYDROUS,ChEMBL,1,inhibitor
ADRB2,ISOPROTERENOL SULFATE,ChEMBL,1,agonist
ADRB3,CARVEDILOL,ChEMBL,1,inhibitor
ADRA2C,GUANABENZ ACETATE,ChEMBL,1,agonist
PTGS1,SULINDAC,ChEMBL,1,inhibitor
PTGS1,OXAPROZIN,ChEMBL,1,inhibitor
ADRA1A,PHENTOLAMINE MESYLATE,ChEMBL,1,inhibitor
ABCC9,PINACIDIL,ChEMBL,1,potentiator
FLT1,VANDETANIB,ChEMBL,1,inhibitor
KDR,SORAFENIB,ChEMBL,1,inhibitor
HTR4,METOCLOPRAMIDE HYDROCHLORIDE,ChEMBL,1,agonist
COL6A1,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM-AAES,ChEMBL,1,cleavage
COL2A1,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM-AAES,ChEMBL,1,cleavage
PSMB9,BORTEZOMIB,ChEMBL,1,inhibitor
PSMB7,BORTEZOMIB,ChEMBL,1,inhibitor
CHRNG,PANCURONIUM BROMIDE,ChEMBL,1,inhibitor
ERBB4,VANDETANIB,ChEMBL,1,inhibitor
EPHA6,VANDETANIB,ChEMBL,1,inhibitor
CHRNB1,VECURONIUM BROMIDE,ChEMBL,1,inhibitor
NDUFB11,METFORMIN HYDROCHLORIDE,ChEMBL,1,inhibitor
GABRG2,METHOXYFLURANE,ChEMBL,1,positive modulator
ATP1B1,DIGITOXIN,ChEMBL,1,inhibitor
ATP1B2,DIGITOXIN,ChEMBL,1,inhibitor
ATP1A2,ACETYLDIGITOXIN,ChEMBL,1,inhibitor
FXYD2,ACETYLDIGITOXIN,ChEMBL,1,inhibitor
GABRD,METHOXYFLURANE,ChEMBL,1,positive modulator
GABRA6,DIAZEPAM,ChEMBL,1,positive modulator
GABRP,DIAZEPAM,ChEMBL,1,positive modulator
GABRG3,OXAZEPAM,ChEMBL,1,positive modulator
GABRB1,MEPROBAMATE,ChEMBL,1,agonist
GABRD,MEPROBAMATE,ChEMBL,1,agonist
GABRD,OXAZEPAM,ChEMBL,1,positive modulator
GABRA4,OXAZEPAM,ChEMBL,1,positive modulator
GABRA6,OXAZEPAM,ChEMBL,1,positive modulator
GABRQ,OXAZEPAM,ChEMBL,1,positive modulator
GABRA4,TRIAZOLAM,ChEMBL,1,positive modulator
GABRB2,METHARBITAL,ChEMBL,1,positive modulator
GABRB2,ENFLURANE,ChEMBL,1,positive modulator
GABRQ,ENFLURANE,ChEMBL,1,positive modulator
GABRG3,ENFLURANE,ChEMBL,1,positive modulator
GABRB1,METHARBITAL,ChEMBL,1,positive modulator
GABRA5,METHARBITAL,ChEMBL,1,positive modulator
BLK,DASATINIB ANHYDROUS,ChEMBL,1,inhibitor
CACNB1,GABAPENTIN,ChEMBL,1,modulator
CACNG7,GABAPENTIN,ChEMBL,1,modulator
CACNG2,GABAPENTIN,ChEMBL,1,modulator
CACNB2,GABAPENTIN,ChEMBL,1,modulator
CACNA1I,GABAPENTIN,ChEMBL,1,modulator
CACNA1S,GABAPENTIN,ChEMBL,1,modulator
CACNG3,GABAPENTIN,ChEMBL,1,modulator
CACNA1F,GABAPENTIN,ChEMBL,1,modulator
CACNA1D,GABAPENTIN,ChEMBL,1,modulator
SCN8A,ROPIVACAINE HYDROCHLORIDE,ChEMBL,1,blocker
SCN3A,ROPIVACAINE HYDROCHLORIDE,ChEMBL,1,blocker
SCN5A,PHENACEMIDE,ChEMBL,1,blocker
SCN10A,ROPIVACAINE HYDROCHLORIDE,ChEMBL,1,blocker
SCN11A,PHENACEMIDE,ChEMBL,1,blocker
SCN10A,PHENACEMIDE,ChEMBL,1,blocker
SCN4A,MEXILETINE HYDROCHLORIDE,ChEMBL,1,blocker
SCN11A,MEXILETINE HYDROCHLORIDE,ChEMBL,1,blocker
SCN3A,PHENYTOIN SODIUM,ChEMBL,1,blocker
SCN4A,CARBAMAZEPINE,ChEMBL,1,blocker
SCN2A,ARTICAINE HYDROCHLORIDE,ChEMBL,1,blocker
SCN7A,LACOSAMIDE,ChEMBL,1,blocker
SCN10A,ARTICAINE HYDROCHLORIDE,ChEMBL,1,blocker
SCN1A,ARTICAINE HYDROCHLORIDE,ChEMBL,1,blocker
ADRA2B,EPINEPHRINE,ChEMBL,1,agonist
ADRB2,LABETALOL HYDROCHLORIDE,ChEMBL,1,inhibitor
ADRB2,EPINEPHRINE,ChEMBL,1,agonist
ADRB3,LABETALOL HYDROCHLORIDE,ChEMBL,1,inhibitor
ADRB1,MEPHENTERMINE SULFATE,ChEMBL,1,agonist
ADRB3,MEPHENTERMINE SULFATE,ChEMBL,1,agonist
ADRA2C,NOREPINEPHRINE BITARTRATE,ChEMBL,1,agonist
ADRB2,MEPHENTERMINE SULFATE,ChEMBL,1,agonist
DRD3,APOMORPHINE,ChEMBL,1,agonist
DRD2,PROMAZINE HYDROCHLORIDE,ChEMBL,1,inhibitor
CACNA1H,PARAMETHADIONE,ChEMBL,1,blocker
AVPR2,ARGIPRESSIN,ChEMBL,1,agonist
ALK,CERITINIB,ChEMBL,1,inhibitor
AVPR1A,ARGIPRESSIN,ChEMBL,1,agonist
CACNA1G,MIBEFRADIL DIHYDROCHLORIDE,ChEMBL,1,blocker
CFTR,LUMACAFTOR,ChEMBL,1,modulator
TEK,CEP-11981,ChEMBL,1,inhibitor
PIK3CB,BAY-1082439,ChEMBL,1,inhibitor
ERBB2,JNJ-26483327,ChEMBL,1,inhibitor
LCK,JNJ-26483327,ChEMBL,1,inhibitor
MAPK14,GSK-610677,ChEMBL,1,inhibitor
YES1,JNJ-26483327,ChEMBL,1,inhibitor
LYN,JNJ-26483327,ChEMBL,1,inhibitor
BRAF,LY-3009120,ChEMBL,1,inhibitor
NDUFA4,ME-344,ChEMBL,1,inhibitor
NDUFA11,ME-344,ChEMBL,1,inhibitor
NDUFS7,ME-344,ChEMBL,1,inhibitor
NDUFV2,ME-344,ChEMBL,1,inhibitor
NDUFS1,ME-344,ChEMBL,1,inhibitor
NDUFA5,ME-344,ChEMBL,1,inhibitor
NDUFB11,ME-344,ChEMBL,1,inhibitor
NDUFAF2,ME-344,ChEMBL,1,inhibitor
NDUFB3,NV-128,ChEMBL,1,inhibitor
NDUFB8,NV-128,ChEMBL,1,inhibitor
NDUFS1,NV-128,ChEMBL,1,inhibitor
ERBB2,TUCATINIB,ChEMBL,1,inhibitor
NDUFB1,NV-128,ChEMBL,1,inhibitor
NDUFV1,NV-128,ChEMBL,1,inhibitor
ERBB2,TAK-285,ChEMBL,1,inhibitor
HTR2A,TEMANOGREL,ChEMBL,1,inverse agonist
AKT2,XL-418,ChEMBL,1,inhibitor
TRPV1,PHE377,ChEMBL,1,inhibitor
PIK3CB,PUQUITINIB,ChEMBL,1,inhibitor
PRKCA,CEP-2563,ChEMBL,1,inhibitor
PRKD1,CEP-2563,ChEMBL,1,inhibitor
NTRK3,CEP-2563,ChEMBL,1,inhibitor
EGFR,PUQUITINIB,ChEMBL,1,inhibitor
PRKCG,CEP-2563,ChEMBL,1,inhibitor
PRKCZ,CEP-2563,ChEMBL,1,inhibitor
TTK,BAY1217389,ChEMBL,1,inhibitor
SCN1A,NKTR-171,ChEMBL,1,blocker
CDK1,SELICICLIB,ChEMBL,1,inhibitor
MAP3K1,E-6201,ChEMBL,1,inhibitor
PIK3CD,APITOLISIB,ChEMBL,1,inhibitor
PIK3CA,TASELISIB,ChEMBL,1,inhibitor
CXCR2,LADARIXIN,ChEMBL,1,modulator
MC3R,MODIMELANOTIDE,ChEMBL,1,agonist
GRIN2B,RISLENEMDAZ,ChEMBL,1,inhibitor
GRIN2D,LANICEMINE,ChEMBL,1,blocker
CHRNA7,ABT-126,ChEMBL,1,agonist
SCN9A,VIXOTRIGINE,ChEMBL,1,blocker
CFTR,TEZACAFTOR,ChEMBL,1,positive modulator
ROCK1,AMA0076,ChEMBL,1,inhibitor
GRIA4,MIBAMPATOR,ChEMBL,1,positive modulator
GABRA6,ADIPIPLON,ChEMBL,1,agonist
GABRE,RESEQUINIL,ChEMBL,1,inverse agonist
GABRG2,RESEQUINIL,ChEMBL,1,inverse agonist
GABRB2,LOREDIPLON,ChEMBL,1,positive modulator
CDK4,ALVOCIDIB,ChEMBL,1,inhibitor
KDR,SEMAXANIB,ChEMBL,1,inhibitor
RXFP1,SERELAXIN,ChEMBL,1,activator
TRAC,MEDI-500,ChEMBL,1,inhibitor
IFNLR1,PEGINTERFERON LAMBDA-1A,ChEMBL,1,agonist
ANPEP,TOSEDOSTAT,ChEMBL,1,inhibitor
XPNPEP3,TOSEDOSTAT,ChEMBL,1,inhibitor
METAP1D,TOSEDOSTAT,ChEMBL,1,inhibitor
PSMB7,MARIZOMIB,ChEMBL,1,inhibitor
PSMB11,MARIZOMIB,ChEMBL,1,inhibitor
PSMB10,MARIZOMIB,ChEMBL,1,inhibitor
ANGPT2,NESVACUMAB,ChEMBL,1,inhibitor
IL4,PASCOLIZUMAB,ChEMBL,1,inhibitor
LTA,PATECLIZUMAB,ChEMBL,1,inhibitor
EGFL7,DULIGOTUZUMAB,ChEMBL,1,inhibitor
