gene_name,drug_name,interaction_source_db_name,interaction_score,interaction_type
CTF1,NIK SMI1,GuideToPharmacology,1,inhibitor
FAP,SZM679,GuideToPharmacology,1,inhibitor
RIPK2,RIPK2 INHIBITOR 8,GuideToPharmacology,1,inhibitor
GP1BA,CCG-4986,GuideToPharmacology,1,inhibitor
BCHEL1,RO 40-6055,GuideToPharmacology,1,agonist
BCHE,RO 40-6055,GuideToPharmacology,1,agonist
CTPS1,NETARSUDIL,GuideToPharmacology,1,inhibitor
APRT,MINIMISED RELAXIN-3 ANALOGUE 3,GuideToPharmacology,1,inhibitor
APRT,R3/I5- SMBIT,GuideToPharmacology,1,agonist
DAGLA,CAFFEINE,GuideToPharmacology,1,activator
AMT,COMPOUND 26 [PMID: 16190743],GuideToPharmacology,1,agonist
AMT,SIPONIMOD,GuideToPharmacology,1,agonist
AMT,CYM5181,GuideToPharmacology,1,agonist
SIGMAR1,BD-1063,GuideToPharmacology,1,inhibitor
GJB3,SELISISTAT,GuideToPharmacology,1,inhibitor
GJB3,COMPOUND 17 [PMID: 23570514],GuideToPharmacology,1,inhibitor
CD40LG,IRBESARTAN,GuideToPharmacology,1,inhibitor
FCER1A,COMPOUND 59 [PMID: 30889352],GuideToPharmacology,1,inhibitor
FDX1,ER-27319,GuideToPharmacology,1,inhibitor
CRYBB3,VARESPLADIB,GuideToPharmacology,1,inhibitor
MS4A2,SARACATINIB,GuideToPharmacology,1,inhibitor
FAS,"L-362,855",GuideToPharmacology,1,agonist
MS4A2,KX2-361,GuideToPharmacology,1,inhibitor
FASLG,[D-TYR8]CYN 154806,GuideToPharmacology,1,inhibitor
FASLG,ANALOG 30 [PMID:18543899],GuideToPharmacology,1,inhibitor
SHROOM2,"L-362,855",GuideToPharmacology,1,agonist
AQP1,VELDOREOTIDE,GuideToPharmacology,1,agonist
SHROOM2,"[111IN,90Y]DOTA-OC",GuideToPharmacology,1,agonist
SHROOM2,NC 4-28B,GuideToPharmacology,1,agonist
AQP1,"L-362,855",GuideToPharmacology,1,agonist
AQP2,BIM 23059,GuideToPharmacology,1,agonist
AQP2,BIM 23030,GuideToPharmacology,1,agonist
AQP2,PRL-2970,GuideToPharmacology,1,inhibitor
AQP2,[D-TYR8]CYN 154806,GuideToPharmacology,1,inhibitor
VCAN,EXAMPLE 15 [WO2015079413],GuideToPharmacology,1,inhibitor
TLR4,CRX-555,GuideToPharmacology,1,agonist
APOC4,I-SAP,GuideToPharmacology,1,inhibitor
ATP2A3,LA3+,GuideToPharmacology,1,activator
ATP2A3,LA3+,GuideToPharmacology,1,blocker
ATP2B2,LARIXYL ACETATE,GuideToPharmacology,1,blocker
ATP3,CADPR,GuideToPharmacology,1,activator
ATP4B,SPERMINE,GuideToPharmacology,1,blocker
MCOLN3,PRU-12,GuideToPharmacology,1,inhibitor
MCOLN3,EVP-21,GuideToPharmacology,1,activator
PKD2L1,LA3+,GuideToPharmacology,1,blocker
MCOLN3,SF-11,GuideToPharmacology,1,activator
ATP5F1BP1,6-IODO-NORDIHYDROCAPSAICIN,GuideToPharmacology,1,blocker
FRA8F,RWJ-56423,GuideToPharmacology,1,inhibitor
FGFR4,AZ3146,GuideToPharmacology,1,inhibitor
TRPV4,RN1734,GuideToPharmacology,1,blocker
TYK2,COMPOUND 13AC [PMID: 33256400],GuideToPharmacology,1,inhibitor
FRA9C,COMPOUND 6 [PMID: 17948018],GuideToPharmacology,1,inhibitor
ARCN2,SECRETIN,GuideToPharmacology,1,agonist
ARCN1,VIP,GuideToPharmacology,1,agonist
AQP9,BALOVAPTAN,GuideToPharmacology,1,inhibitor
AQP9,ATOSIBAN,GuideToPharmacology,1,inhibitor
AQP9,RELCOVAPTAN,GuideToPharmacology,1,inhibitor
AR,ATOSIBAN,GuideToPharmacology,1,inhibitor
AR,[3H]NELIVAPTAN,GuideToPharmacology,1,inhibitor
ABCC6,"D[PEN1,TYR(ME)2]AVP",GuideToPharmacology,1,inhibitor
FIM1,ADAVOSERTIB,GuideToPharmacology,1,inhibitor
ANXA3,NPY,GuideToPharmacology,1,agonist
FKBP1AP3,SARACATINIB,GuideToPharmacology,1,inhibitor
EEF1D,ILORASERTIB,GuideToPharmacology,1,inhibitor
GCLC,XD14,GuideToPharmacology,1,inhibitor
AOC1,[3H]RAUWOLSCINE,GuideToPharmacology,1,inhibitor
BBS2,BATRACHOTOXIN,GuideToPharmacology,1,activator
AQP3,TRADIPITANT,GuideToPharmacology,1,inhibitor
NATP,[3H]5-CT,GuideToPharmacology,1,agonist
CHKB,RHODAMINE123,GuideToPharmacology,1,inhibitor
ARRB1,RO4938581,GuideToPharmacology,1,modulator
SMPD1,WJYK50,GuideToPharmacology,1,inhibitor
ACAA1,CGP 12177,GuideToPharmacology,1,agonist
ACTG1,HIV-TAT,GuideToPharmacology,1,inhibitor
RHOB,PGF1&ALPHA;,GuideToPharmacology,1,activator
EEF1G,COMPOUND 25 [PMID: 20855207],GuideToPharmacology,1,inhibitor
ARSC2,PICROTOXIN,GuideToPharmacology,1,blocker
GLI4,PFI-3,GuideToPharmacology,1,inhibitor
BLVRA,NE10575,GuideToPharmacology,1,inhibitor
ANXA13,PARA-COUMARIC ACID,GuideToPharmacology,1,agonist
FOXA1,MK-7110,GuideToPharmacology,1,agonist
PRDM1,CERIVASTATIN,GuideToPharmacology,1,inhibitor
EFNB2,POSELTINIB,GuideToPharmacology,1,inhibitor
CNR2,2-ARACHIDONOYLGLYCEROL,GuideToPharmacology,1,agonist
AMD1P2,INCB-38579,GuideToPharmacology,1,inhibitor
PRMT1,AMI-1,GuideToPharmacology,1,inhibitor
ASS1P10,[3H]D-ASPARTIC ACID,GuideToPharmacology,1,agonist
ALDH9A1,HUMANIN,GuideToPharmacology,1,agonist
AAMP,TOLTERODINE,GuideToPharmacology,1,inhibitor
GLC3B,LP99,GuideToPharmacology,1,inhibitor
ARAF,ATOSIBAN,GuideToPharmacology,1,inhibitor
FANCG,RIPK3 INHIBITOR 42,GuideToPharmacology,1,inhibitor
FKBP2,MK-2206,GuideToPharmacology,1,modulator
ACADM,"[SAR1,ILE4,ILE8]ANG-II",GuideToPharmacology,1,inhibitor
ASS1P5,[3H]UBP310,GuideToPharmacology,1,inhibitor
APOC3,TREPROSTINIL,GuideToPharmacology,1,agonist
A1BG,TIOSPIRONE,GuideToPharmacology,1,inhibitor
ABO,CICLOPROLOL,GuideToPharmacology,1,inhibitor
ABR,ZINTEROL,GuideToPharmacology,1,agonist
GABRA1,DMCM,GuideToPharmacology,1,modulator
AMELY,[125I]KISSPEPTIN-13 (HUMAN),GuideToPharmacology,1,agonist
DTNB,BELIZATINIB,GuideToPharmacology,1,inhibitor
A2MP1,METITEPINE,GuideToPharmacology,1,inhibitor
FAS,PASIREOTIDE,GuideToPharmacology,1,agonist
APOC1P1,MB-28767,GuideToPharmacology,1,agonist
ABCC6,BALOVAPTAN,GuideToPharmacology,1,inhibitor
NAT2,[3H]5-CT,GuideToPharmacology,1,agonist
HLA-DRB6,EXAMPLE 265 [WO2019097515A1],GuideToPharmacology,1,inhibitor
CPT1B,DICLOFENAC SODIUM,GuideToPharmacology,1,inhibitor
A2M,PIPAMPERONE,GuideToPharmacology,1,inhibitor
GALR2,GAL-(K)4,GuideToPharmacology,1,agonist
ERVT1,NIK SMI1,GuideToPharmacology,1,inhibitor
ANXA6,THR10CONTULAKIN-G,GuideToPharmacology,1,agonist
APOF,BRORPHINE,GuideToPharmacology,1,agonist
ABCA1,MEFLOQUINE,GuideToPharmacology,1,inhibitor
DCN,MMP13 TRACER  [18F]5J,GuideToPharmacology,1,inhibitor
GPR32,RESOLVIN D1,GuideToPharmacology,1,agonist
ITPR1,DECAVANADATE,GuideToPharmacology,1,inhibitor
EPHB2,BARICITINIB,GuideToPharmacology,1,inhibitor
GRIA3,LY503430,GuideToPharmacology,1,modulator
ALOX12P2,GALANIN,GuideToPharmacology,1,agonist
GNG10,LCL161,GuideToPharmacology,1,inhibitor
ANXA1,[125I]EYF,GuideToPharmacology,1,agonist
GLUD1P5,CYCLOSPORINE,GuideToPharmacology,1,inhibitor
LTB4R,DEXFENFLURAMINE,GuideToPharmacology,1,inhibitor
CCKBR,[3H]GASTRIN,GuideToPharmacology,1,agonist
AQP3,SUBSTANCE P,GuideToPharmacology,1,agonist
RPS6KA6,COMPOUND 25B [PMID: 22564207],GuideToPharmacology,1,inhibitor
C3,CA2+,GuideToPharmacology,1,inhibitor
ASAH1,BILOBALIDE,GuideToPharmacology,1,inhibitor
BMAL1,ISOGUVACINE,GuideToPharmacology,1,agonist
KDM5A,PBIT,GuideToPharmacology,1,inhibitor
NKX3-2,PHENYTOIN SODIUM,GuideToPharmacology,1,blocker
XIAP,DS69910557,GuideToPharmacology,1,inhibitor
FASLG,BASS ANTAGONIST,GuideToPharmacology,1,inhibitor
A2MP1,TRYPTAMINE,GuideToPharmacology,1,agonist
FRA1C,DESIRUDIN,GuideToPharmacology,1,inhibitor
ELAVL3,D4476,GuideToPharmacology,1,inhibitor
C1QC,OCTANOL,GuideToPharmacology,1,inhibitor
APAF1,ZYKLOPHIN,GuideToPharmacology,1,inhibitor
MS4A2,COMPOUND 36 [PMID: 21958547],GuideToPharmacology,1,inhibitor
ALPL,[125I]EXENDIN-(9-39),GuideToPharmacology,1,inhibitor
A12M4,BALOVAPTAN,GuideToPharmacology,1,inhibitor
CMA1,TY-51469,GuideToPharmacology,1,inhibitor
GRIN2B,[3H]CPP,GuideToPharmacology,1,inhibitor
SCTR,VIP,GuideToPharmacology,1,agonist
SLC26A3,NINTEDANIB ESYLATE,GuideToPharmacology,1,inhibitor
ALDH3B2,T-BOC-MET-LEU-PHE,GuideToPharmacology,1,inhibitor
ALOX12P1,GALANIN(1-11),GuideToPharmacology,1,agonist
DCK,(R)-ND-336,GuideToPharmacology,1,inhibitor
ARAF,"L-368,228",GuideToPharmacology,1,inhibitor
DRD2,VEGF RECEPTOR TYROSINE KINASE INHIBITOR III,GuideToPharmacology,1,inhibitor
PIK3CB,SERABELISIB,GuideToPharmacology,1,inhibitor
BAK1P2,L-783483,GuideToPharmacology,1,agonist
ACAT2,GASTRIN RELEASING PEPTIDE(14-27) (HUMAN),GuideToPharmacology,1,agonist
GRB14,PSB-0963,GuideToPharmacology,1,inhibitor
EPHB3,OCLACITINIB,GuideToPharmacology,1,inhibitor
DPP6,TAK-632,GuideToPharmacology,1,inhibitor
GRIA3,[3H]AMPA,GuideToPharmacology,1,agonist
EXTL2,FRAX597,GuideToPharmacology,1,inhibitor
NR3C2,OCEDURENONE,GuideToPharmacology,1,inhibitor
ACP5,SPERMINE,GuideToPharmacology,1,agonist
F5,TASELISIB,GuideToPharmacology,1,inhibitor
TYK2,OCLACITINIB,GuideToPharmacology,1,inhibitor
CACNA1D,AZIDOPINE,GuideToPharmacology,1,inhibitor
EPHB2,LONDAMOCITINIB,GuideToPharmacology,1,inhibitor
C8B,CA2+,GuideToPharmacology,1,inhibitor
BCYRN1P2,ESTRIOL,GuideToPharmacology,1,agonist
ADCY3,O-ARACHIDONOYL ETHANOLAMINE,GuideToPharmacology,1,agonist
CD3D,SOTAGLIFLOZIN,GuideToPharmacology,1,inhibitor
FASLG,[67GA]NODAGA-[TYR3]OCTREOTIDE,GuideToPharmacology,1,agonist
AQP9,"D[PEN1,TYR(ME)2]AVP",GuideToPharmacology,1,inhibitor
AMD1,CHLORPHENIRAMINE POLISTIREX,GuideToPharmacology,1,inhibitor
BCKDHA,GEMFIBROZIL,GuideToPharmacology,1,agonist
A12M4,LISURIDE,GuideToPharmacology,1,inhibitor
ACADM,EPROSARTAN,GuideToPharmacology,1,inhibitor
FMO5,RO5508887,GuideToPharmacology,1,inhibitor
AIRE,UP3U,GuideToPharmacology,1,agonist
UTS2R,S6716,GuideToPharmacology,1,inhibitor
GYPB,LLL12,GuideToPharmacology,1,inhibitor
ABCA2,"4-{2-[(7-AMINO-2-FURAN-2-YL[1,2,4]TRIAZOLO[1,5-A][1,3,5]TRIAZIN-5-YL)AMINO]ETHYL}PHENOL",GuideToPharmacology,1,inhibitor
ACTBP6,[125I]CCL25 (HUMAN),GuideToPharmacology,1,agonist
AR,SATAVAPTAN,GuideToPharmacology,1,inhibitor
GAPDHL17,CUDC-101,GuideToPharmacology,1,inhibitor
PIK3CB,VULOLISIB,GuideToPharmacology,1,inhibitor
FRZB,A-395,GuideToPharmacology,1,inhibitor
ADD3,DECANOIC ACID,GuideToPharmacology,1,agonist
RYR2,PROCAINE,GuideToPharmacology,1,blocker
F5,OMIPALISIB,GuideToPharmacology,1,inhibitor
CTRB1,RKI-1447,GuideToPharmacology,1,inhibitor
ATP5F1BP1,H+,GuideToPharmacology,1,activator
A1BG,SB 714786,GuideToPharmacology,1,inhibitor
A12M2,ERGOTAMINE,GuideToPharmacology,1,agonist
A12M2,TFMPP,GuideToPharmacology,1,agonist
A12M2,SUMATRIPTAN,GuideToPharmacology,1,agonist
A12M3,PERGOLIDE,GuideToPharmacology,1,agonist
A12M2,METITEPINE,GuideToPharmacology,1,inhibitor
A12M3,QUIPAZINE,GuideToPharmacology,1,agonist
A12M4,BW723C86,GuideToPharmacology,1,agonist
A12M4,TFMPP,GuideToPharmacology,1,agonist
A12M4,(R)-DOI,GuideToPharmacology,1,agonist
HTR2C,CHLORPROMAZINE,GuideToPharmacology,1,inhibitor
NAT1,VELUSETRAG,GuideToPharmacology,1,agonist
NAT2,SUMATRIPTAN,GuideToPharmacology,1,agonist
NAT2,PROPRANOLOL HYDROCHLORIDE,GuideToPharmacology,1,inhibitor
SERPINA3,SUMATRIPTAN,GuideToPharmacology,1,inhibitor
SERPINA3,[3H]LSD,GuideToPharmacology,1,agonist
SERPINA3,TRYPTAMINE,GuideToPharmacology,1,agonist
SERPINA3,(+)-LSD,GuideToPharmacology,1,agonist
SERPINA3,FLUPHENAZINE HYDROCHLORIDE,GuideToPharmacology,1,inhibitor
DNCM,LDN-214117,GuideToPharmacology,1,inhibitor
ACKR4,CCL19,GuideToPharmacology,1,agonist
DNCM,COMPOUND 13A [PMID: 23639540],GuideToPharmacology,1,inhibitor
DNM2,COMPOUND 13A [PMID: 23639540],GuideToPharmacology,1,inhibitor
DNM2,LDN-214117,GuideToPharmacology,1,inhibitor
HBEGF,COMPOUND 5M [PMID: 20483621],GuideToPharmacology,1,inhibitor
ABCB7,A61603,GuideToPharmacology,1,agonist
ABCF1,PHENTOLAMINE,GuideToPharmacology,1,inhibitor
ABCF1,REC 15/2615,GuideToPharmacology,1,inhibitor
ABCF1,5-METHYLURAPIDIL,GuideToPharmacology,1,inhibitor
ABCA4,NAN 190,GuideToPharmacology,1,inhibitor
ABCA4,5-METHYLURAPIDIL,GuideToPharmacology,1,inhibitor
AOC1,PERGOLIDE,GuideToPharmacology,1,agonist
AOC1,LISURIDE,GuideToPharmacology,1,inhibitor
ABL2,PHENTOLAMINE,GuideToPharmacology,1,inhibitor
ABL2,CHLORPROMAZINE,GuideToPharmacology,1,inhibitor
ABL2,RX821002,GuideToPharmacology,1,inhibitor
BEVI,TESTOSTERONE PROPIONATE,GuideToPharmacology,1,agonist
BEVI,CYPROTERONE ACETATE,GuideToPharmacology,1,inhibitor
ABAT,LUF5981,GuideToPharmacology,1,inhibitor
ABCA1,FK-453,GuideToPharmacology,1,inhibitor
ABCA1,MRS5151,GuideToPharmacology,1,agonist
ABCA1,ISTRADEFYLLINE,GuideToPharmacology,1,inhibitor
ABCA3,FK-453,GuideToPharmacology,1,inhibitor
ABCA3,SAKURANETIN,GuideToPharmacology,1,inhibitor
ACADS,ANGIOTENSIN-(1-7),GuideToPharmacology,1,agonist
ACADM,COMPOUND 2 [PMID: 28379944],GuideToPharmacology,1,inhibitor
GNL1,GDC-0152,GuideToPharmacology,1,inhibitor
CD69,BUMETANIDE,GuideToPharmacology,1,inhibitor
GNG11,TOLINAPANT,GuideToPharmacology,1,inhibitor
CSRP2,BALANOL,GuideToPharmacology,1,inhibitor
HOXD3,BCL3 INHIBITOR JS6,GuideToPharmacology,1,inhibitor
ASIC2,COMPOUND A [PMID: 28324017],GuideToPharmacology,1,agonist
ABO,SOLABEGRON,GuideToPharmacology,1,agonist
FMOD,RO5508887,GuideToPharmacology,1,inhibitor
ABO,BISOPROLOL,GuideToPharmacology,1,inhibitor
ABO,ICI-89406,GuideToPharmacology,1,inhibitor
ABO,NEBIVOLOL HYDROCHLORIDE,GuideToPharmacology,1,inhibitor
EFNA4,COMPOUND 25AP [PMID: 37796543],GuideToPharmacology,1,inhibitor
EFNA4,LY-294002,GuideToPharmacology,1,inhibitor
EFNA4,I-BET151,GuideToPharmacology,1,inhibitor
GLC3B,BI-7273,GuideToPharmacology,1,inhibitor
EFNB2,BTK INHIBITOR 16 [PMID: 30122225],GuideToPharmacology,1,inhibitor
EFNB2,TOLEBRUTINIB,GuideToPharmacology,1,inhibitor
ASIC1,"AC-LYS-[MEALA6,LEU8,DES-ARG9]BRADYKININ",GuideToPharmacology,1,inhibitor
ASIC1,[3H]LYS-[LEU8][DES-ARG9]BK,GuideToPharmacology,1,inhibitor
ACACB,JPE1375,GuideToPharmacology,1,inhibitor
ACACB,YSFKPMPLAR,GuideToPharmacology,1,agonist
ELF1,D4476,GuideToPharmacology,1,inhibitor
CACNA1F,NIMODIPINE,GuideToPharmacology,1,inhibitor
ACTA2,SB-282241,GuideToPharmacology,1,inhibitor
ACTB,HIV-TAT,GuideToPharmacology,1,agonist
ACTBP2,BMS-681,GuideToPharmacology,1,inhibitor
CCR4,COMPOUND 8IC [PMID: 19081254],GuideToPharmacology,1,inhibitor
CCR4,MOGAMULIZUMAB,GuideToPharmacology,1,antibody
CFTR,APIGENIN,GuideToPharmacology,1,activator
CPT2,COMPOUND 12A [PMID: 29031075],GuideToPharmacology,1,inhibitor
C4BPB,CA2+,GuideToPharmacology,1,inhibitor
C4BPA,OCTANOL,GuideToPharmacology,1,inhibitor
C1R,OCTANOL,GuideToPharmacology,1,inhibitor
ACTBP8,CXCL6,GuideToPharmacology,1,agonist
C5,FLUFENAMIC ACID,GuideToPharmacology,1,inhibitor
ACTG1,[125I]CXCL12&ALPHA; (HUMAN),GuideToPharmacology,1,agonist
ACTG1,T22,GuideToPharmacology,1,inhibitor
ACTG1,COMPOUND 46C [PMID: 29350534],GuideToPharmacology,1,inhibitor
EGR4,6-BROMOINDIRUBIN-3'-OXIME,GuideToPharmacology,1,inhibitor
CDK13,CDK12 INHIBITOR 2,GuideToPharmacology,1,inhibitor
EIF4A1,ALVOCIDIB,GuideToPharmacology,1,inhibitor
EIF4A1,QR-6401,GuideToPharmacology,1,inhibitor
CD24P1,GSK931145,GuideToPharmacology,1,inhibitor
EIF4A1,TANUXICICLIB,GuideToPharmacology,1,inhibitor
EIF4A1,TRILACICLIB,GuideToPharmacology,1,inhibitor
CDK4,EBVACICLIB,GuideToPharmacology,1,inhibitor
CDK4,TANUXICICLIB,GuideToPharmacology,1,inhibitor
CDK4,ALVOCIDIB,GuideToPharmacology,1,inhibitor
CDK4,RO-0505124,GuideToPharmacology,1,inhibitor
EIF4EBP1,TRILACICLIB,GuideToPharmacology,1,inhibitor
EIF4EBP1,RGB-286638,GuideToPharmacology,1,inhibitor
EIF4E,RGB-286638,GuideToPharmacology,1,inhibitor
EIF4EBP1,DALPICICLIB,GuideToPharmacology,1,inhibitor
EIF4EBP2,LY3405105,GuideToPharmacology,1,inhibitor
EIF4EBP2,RGB-286638,GuideToPharmacology,1,inhibitor
CPD,"(2S,4S)-KETOCONAZOLE",GuideToPharmacology,1,inhibitor
AMD1P2,CIMETIDINE,GuideToPharmacology,1,inhibitor
COX6A1,COMPOUND 1A [PMID: 18573659],GuideToPharmacology,1,inhibitor
CLDN7,R116010,GuideToPharmacology,1,inhibitor
CORD4,COMPOUND 38A [PMID: 15634016],GuideToPharmacology,1,inhibitor
GZMB,GKT136901,GuideToPharmacology,1,inhibitor
CSH2,AMINOOXYACETIC ACID,GuideToPharmacology,1,inhibitor
CD8B2,[3H]GBR12935,GuideToPharmacology,1,inhibitor
THRB,SOBETIROME,GuideToPharmacology,1,agonist
APAF1,BILORPHIN,GuideToPharmacology,1,agonist
APAF1,[3H]DELTORPHIN II,GuideToPharmacology,1,agonist
GPI,COMPOUND 23N [PMID: 24900877],GuideToPharmacology,1,inhibitor
ALDH1A1,HALOPERIDOL DECANOATE,GuideToPharmacology,1,inhibitor
ALDH1A1,SB269652,GuideToPharmacology,1,modulator
ALDH2,CHLORPROMAZINE,GuideToPharmacology,1,inhibitor
ALDH3A1,FLUPENTHIXOL,GuideToPharmacology,1,inhibitor
ALDH3A1,CHLORPROMAZINE,GuideToPharmacology,1,inhibitor
MARK2,LEUCETTINE L41,GuideToPharmacology,1,inhibitor
EML1,ML315,GuideToPharmacology,1,inhibitor
GLI1,I-CBP112,GuideToPharmacology,1,inhibitor
FPR2,SIVELESTAT,GuideToPharmacology,1,inhibitor
NPBWR2,MOLIDUSTAT,GuideToPharmacology,1,inhibitor
DARS1,COMPOUND 22 [PMID: 19899765],GuideToPharmacology,1,inhibitor
DXO,WZ4002,GuideToPharmacology,1,inhibitor
DXO,TARLOXOTINIB,GuideToPharmacology,1,inhibitor
CRP,URB597,GuideToPharmacology,1,inhibitor
ADH4,LINOLENIC ACID,GuideToPharmacology,1,agonist
ALDOA,CPTB,GuideToPharmacology,1,agonist
ALDOA,TUG-2304,GuideToPharmacology,1,inhibitor
FGR,COMPOUND 2 [PMID: 15546730],GuideToPharmacology,1,inhibitor
DPYSL2,CEP-11981,GuideToPharmacology,1,inhibitor
DR1,DOVITINIB,GuideToPharmacology,1,inhibitor
DR1,FUTIBATINIB,GuideToPharmacology,1,inhibitor
DR1,TAK-632,GuideToPharmacology,1,inhibitor
DPYSL3,NINTEDANIB ESYLATE,GuideToPharmacology,1,inhibitor
DRD1,CEP-11981,GuideToPharmacology,1,inhibitor
DPYS,COMPOUND 25AP [PMID: 37796543],GuideToPharmacology,1,inhibitor
DPYS,BAY-985,GuideToPharmacology,1,inhibitor
DRD1,VATALANIB,GuideToPharmacology,1,inhibitor
DPYS,BELIZATINIB,GuideToPharmacology,1,inhibitor
DPYS,COMPOUND 7D [PMID: 29672049],GuideToPharmacology,1,inhibitor
ALDH3B2,FMET-MET-TYR-ALA-LEU-PHE,GuideToPharmacology,1,agonist
ALDH9A1,SHAAGTIDE,GuideToPharmacology,1,agonist
ALDH9A1,[125I-TYR]AC2-26,GuideToPharmacology,1,agonist
ALDH9A1,FMET-MET-TYR-ALA-LEU-PHE,GuideToPharmacology,1,agonist
APOC2,LATANOPROST,GuideToPharmacology,1,agonist
GABRA1,TP003,GuideToPharmacology,1,modulator
ENO2,COMPOUND 2 [PMID: 15546730],GuideToPharmacology,1,inhibitor
ARNT,DMCM,GuideToPharmacology,1,modulator
BMAL1,RO19-4603,GuideToPharmacology,1,modulator
GALR2,GALANIN(9-25) (RAT/MOUSE),GuideToPharmacology,1,agonist
GALR2,GALANIN(2-11),GuideToPharmacology,1,agonist
GALR2,GALANIN(1-20)  (HUMAN),GuideToPharmacology,1,agonist
GALR2,J18 (GALANIN ANALOGUE),GuideToPharmacology,1,agonist
ALOX12P2,M617,GuideToPharmacology,1,agonist
GALR2,GALANIN,GuideToPharmacology,1,agonist
GALR2,GALANIN(2-30) (HUMAN),GuideToPharmacology,1,agonist
GALR2,GALANIN,GuideToPharmacology,1,agonist
ALOX12P2,M40,GuideToPharmacology,1,inhibitor
CXCR5,COMPOUND 51 [PMID: 18800762],GuideToPharmacology,1,inhibitor
GUCY1A2,GRASP,GuideToPharmacology,1,inhibitor
ASS1P2,JORO SPIDER TOXIN,GuideToPharmacology,1,blocker
ALPG,HGCGR ANTAGONIST,GuideToPharmacology,1,inhibitor
GRIN2C,CGP37849,GuideToPharmacology,1,inhibitor
GRIN2B,[3H]L689560,GuideToPharmacology,1,inhibitor
CD24P1,ICLEPERTIN,GuideToPharmacology,1,inhibitor
ALDH3B1,AFIMOXIFENE,GuideToPharmacology,1,agonist
CSRP1,BALANOL,GuideToPharmacology,1,inhibitor
GDF2,FIMEPINOSTAT,GuideToPharmacology,1,inhibitor
GARS1,BML-281,GuideToPharmacology,1,inhibitor
GARS1,ENTINOSTAT,GuideToPharmacology,1,inhibitor
GARS1,FIMEPINOSTAT,GuideToPharmacology,1,inhibitor
GART,COMPOUND 30 [PMID: 37057760],GuideToPharmacology,1,inhibitor
GAS1,BML-281,GuideToPharmacology,1,inhibitor
GAS1,CITARINOSTAT,GuideToPharmacology,1,inhibitor
AMD1,HISTAPRODIFEN,GuideToPharmacology,1,agonist
AMD1,2-PYRIDYLETHYLAMINE,GuideToPharmacology,1,agonist
AMD1,2-(2-THIAZOLYL)ETHANAMINE,GuideToPharmacology,1,agonist
AMD1,CHLORPHENIRAMINE POLISTIREX,GuideToPharmacology,1,inhibitor
AMD1,CHLORPHENIRAMINE POLISTIREX,GuideToPharmacology,1,inhibitor
AMD1,INCB-38579,GuideToPharmacology,1,inhibitor
AMD1,(+)-CIS-H2-PAT,GuideToPharmacology,1,inhibitor
HRH3,IMPENTAMINE,GuideToPharmacology,1,agonist
HRH3,IMPENTAMINE,GuideToPharmacology,1,inhibitor
HRH3,ST-1505,GuideToPharmacology,1,inhibitor
HRH3,MK-0249,GuideToPharmacology,1,agonist
HRH3,MK-0249,GuideToPharmacology,1,inhibitor
HRH3,GSK-189254,GuideToPharmacology,1,agonist
GMFA,INCB13739,GuideToPharmacology,1,inhibitor
ADCY3,2-ARACHIDONOYLGLYCEROL,GuideToPharmacology,1,agonist
ADCY6,DIOLEOYLPHOSPHATIDIC ACID,GuideToPharmacology,1,agonist
GRB2,ENASIDENIB,GuideToPharmacology,1,inhibitor
EPHB3,BMS-911543,GuideToPharmacology,1,inhibitor
EPHB3,BREPOCITINIB,GuideToPharmacology,1,inhibitor
EPHB3,JAK3 INHIBITOR 32,GuideToPharmacology,1,inhibitor
NUDT2,(-)-CYCLAZOCINE,GuideToPharmacology,1,agonist
NUDT2,DIHYDROMORPHINE,GuideToPharmacology,1,agonist
NUDT2,UFP-512,GuideToPharmacology,1,agonist
NUDT2,QUADAZOCINE,GuideToPharmacology,1,inhibitor
DRD2,HENATINIB,GuideToPharmacology,1,inhibitor
AMELY,KISSPEPTIN-13,GuideToPharmacology,1,agonist
DRD2,VATALANIB,GuideToPharmacology,1,inhibitor
DPT,ILORASERTIB,GuideToPharmacology,1,inhibitor
BAD,NEMIRALISIB,GuideToPharmacology,1,inhibitor
ATP7B,CHARYBDOTOXIN,GuideToPharmacology,1,blocker
ATR,CHARYBDOTOXIN,GuideToPharmacology,1,blocker
AZF1,JNJ303,GuideToPharmacology,1,blocker
CTSV,NINTEDANIB ESYLATE,GuideToPharmacology,1,inhibitor
GPX7,OPICINUMAB,GuideToPharmacology,1,antibody
EPHX2,COMPOUND 36 [PMID: 21958547],GuideToPharmacology,1,inhibitor
EPHX2,SARACATINIB,GuideToPharmacology,1,inhibitor
AMPD3,2-OLEOYL-LPA,GuideToPharmacology,1,agonist
BCL3,"24(S), 25-EPOXYCHOLESTEROL",GuideToPharmacology,1,agonist
BIN1,H2L5186303,GuideToPharmacology,1,inhibitor
AMPD3,ONO-9910539,GuideToPharmacology,1,inhibitor
BIN1,ALKYL OMPT,GuideToPharmacology,1,agonist
AMPD3,ONO-3080573,GuideToPharmacology,1,inhibitor
AMY2B,S36077,GuideToPharmacology,1,agonist
ANCR,HS024,GuideToPharmacology,1,inhibitor
ANCR,MS05,GuideToPharmacology,1,agonist
ANGPT1,AP1189,GuideToPharmacology,1,agonist
ANOP1,COMPOUND 11Q [PMID: 19433355],GuideToPharmacology,1,modulator
BLK,FARNESYL THIODIPHOSPHATE,GuideToPharmacology,1,inhibitor
